k,name,in_iM,gene_weight,regulator,function,category
59,fModule_60,True,0.1524335987113401,,,
78,fModule_79,False,0.077519355360678,,,
83,fModule_84,False,-0.0643157936773617,,,
44,fModule_45,False,-0.0587162717912993,,,
2,fModule_3,False,0.0476780197180011,,,
53,fModule_54,False,0.0448789992258438,,,
35,fModule_36,False,-0.0421698612785604,,,
65,fModule_66,False,-0.0400283729254625,,,
71,fModule_72,False,-0.0391571699371032,,,
40,fModule_41,False,-0.0389341376338053,,,
45,fModule_46,False,-0.038519073627242,,,
46,fModule_47,False,0.0318693870783181,,,
9,fModule_10,False,0.0307258350356343,,,
47,fModule_48,False,0.0304493515592216,,,
13,fModule_14,False,0.0280771406858518,PP_3359,,
70,fModule_71,False,0.0257709363174182,,,
77,fModule_78,False,-0.0253003458282606,,,
33,fModule_34,False,-0.025226895125342,,,
7,fModule_8,False,0.0245438593229554,GltR-II,,
16,fModule_17,False,0.024421853554323,PedR1,,
30,fModule_31,False,0.0235419410716543,,,
48,fModule_49,False,-0.0225233845326029,,,
41,fModule_42,False,-0.0215268124086359,,,
38,fModule_39,False,0.0207588495324403,,,
28,fModule_29,False,-0.0200362902627221,,,
18,fModule_19,False,-0.019873429545946,,,
24,fModule_25,False,0.0190173011633838,PrpR,,
60,fModule_61,False,0.018165505436963,,,
68,fModule_69,False,-0.0179495036840512,,,
74,fModule_75,False,-0.0179388194438662,,,
3,fModule_4,False,-0.0178447384530474,,,
54,fModule_55,False,0.0164962133418821,,,
4,fModule_5,False,0.0163830899198697,BenR,,
62,fModule_63,False,0.0163225280428867,,,
25,fModule_26,False,0.0154551830103314,,,
36,fModule_37,False,0.0153442613481404,,,
63,fModule_64,False,-0.0152464502677728,,,
19,fModule_20,False,-0.014123495292453,,,
69,fModule_70,False,0.0141020547176366,,,
42,fModule_43,False,0.0135517019170313,PhhR,,
76,fModule_77,False,0.0127310318064777,PsrA,,
39,fModule_40,False,-0.0118790878846481,,,
20,fModule_21,False,0.0116014219170513,,,
5,fModule_6,False,-0.0112475493760396,GcsR,,
27,fModule_28,False,-0.0110639880632127,VanR,,
8,fModule_9,False,-0.0110027195937798,,,
67,fModule_68,False,0.0106715446544564,,,
80,fModule_81,False,0.0099890944106333,,,
64,fModule_65,False,-0.0099863681641275,DctD-II,,
58,fModule_59,False,-0.0098538820185629,,,
55,fModule_56,False,-0.0097673700716045,PydR,,
32,fModule_33,False,0.0093233990682394,BirA,,
57,fModule_58,False,-0.0088171950809361,PrpR,,
21,fModule_22,False,0.0086841127277873,,,
73,fModule_74,False,-0.0081823585988962,,,
31,fModule_32,False,-0.0081654525008292,,,
49,fModule_50,False,-0.0072062487307926,PP_2046,,
12,fModule_13,False,0.0068908508364858,ModR,,
0,fModule_1,False,0.0068313669081807,,,
79,fModule_80,False,-0.0067029940765145,,,
56,fModule_57,False,0.0063659543576143,,,
75,fModule_76,False,0.0060148668113583,,,
43,fModule_44,False,0.0056629348311615,,,
11,fModule_12,False,0.0049579282664973,BirA,,
29,fModule_30,False,-0.0047893184575165,HutC,,
26,fModule_27,False,0.0042772750705902,,,
1,fModule_2,False,-0.0035705458723611,,,
17,fModule_18,False,0.0034082136030239,,,
23,fModule_24,False,0.0033470268949248,,,
6,fModule_7,False,0.003297962010106,GbdR,,
10,fModule_11,False,0.0031110385621692,PrpR,,
15,fModule_16,False,-0.0030442950903052,PcaR,,
52,fModule_53,False,0.0027566727305137,PP_5350,,
66,fModule_67,False,-0.0025568935591913,,,
61,fModule_62,False,0.0025295973348569,PP_3603,,
37,fModule_38,False,0.0025269020332342,,,
81,fModule_82,False,0.0020167007153594,,,
72,fModule_73,False,0.0018797216520193,RpoD,,
50,fModule_51,False,0.0018087871184291,,,
22,fModule_23,False,0.0015398906665736,,,
14,fModule_15,False,-0.0011231531952977,,,
34,fModule_35,False,0.0008093407303663,,,
82,fModule_83,False,0.0006427558531279,,,
51,fModule_52,False,-0.0001308148303761,FleQ,,
